tanggal,beras,beras_kb1,beras_kb2,beras_km1,beras_km2,beras_ks1,beras_ks2,daging_ayam,daging_ayam_rs,daging_sapi,daging_sapi_k1,daging_sapi_k2,telur_ayam,telur_ayam_rs,bawang_merah,bawang_merah_sedang,bawang_putih,bawang_putih_sedang,cabai_merah,cabai_merah_besar,cabai_merah_keriting,cabai_rawit,cabai_rawit_hijau,cabai_rawit_merah,minyak_goreng,minyak_goreng_curah,minyak_goreng_merk1,minyak_goreng_merk2,gula_pasir,gula_pasir_premium,gula_pasir_lokal
27/ 02/ 2023,"13,200","12,050","11,700","13,200","13,050","14,600","14,050","33,800","33,800","134,100","137,800","128,800","28,650","28,650","38,800","38,800","31,700","31,700","46,750","46,400","46,500","55,850","48,000","63,450","19,400","15,600","21,700","20,100","15,100","15,850","14,500"
28/ 02/ 2023,"13,200","12,050","11,700","13,200","13,050","14,600","14,100","33,800","33,800","134,100","137,800","128,750","28,600","28,600","38,750","38,750","31,800","31,800","46,500","46,150","46,350","55,800","48,000","63,250","19,400","15,550","21,700","20,150","15,100","15,850","14,500"
01/ 03/ 2023,"13,200","12,050","11,700","13,200","13,050","14,600","14,100","33,750","33,750","134,050","137,800","128,700","28,550","28,550","38,550","38,550","31,800","31,800","46,550","46,250","46,600","55,800","47,700","63,400","19,400","15,550","21,750","20,150","15,100","15,850","14,500"
02/ 03/ 2023,"13,200","12,050","11,650","13,200","13,050","14,600","14,100","33,750","33,750","134,050","137,800","128,750","28,500","28,500","38,450","38,450","31,900","31,900","46,450","45,950","46,450","56,050","47,700","63,850","19,400","15,550","21,750","20,150","15,100","15,850","14,500"
03/ 03/ 2023,"13,200","12,000","11,650","13,200","13,050","14,600","14,100","33,700","33,700","134,050","137,800","128,650","28,450","28,450","38,450","38,450","31,950","31,950","46,050","45,500","46,150","56,500","47,350","65,100","19,400","15,550","21,750","20,150","15,100","15,850","14,500"
06/ 03/ 2023,"13,200","12,050","11,650","13,200","13,050","14,600","14,100","33,600","33,600","134,000","137,700","128,750","28,450","28,450","38,550","38,550","32,500","32,500","46,450","45,750","46,800","58,200","48,050","67,700","19,450","15,550","21,750","20,200","15,100","15,900","14,500"
07/ 03/ 2023,"13,200","12,050","11,650","13,200","13,050","14,600","14,100","33,550","33,550","134,000","137,700","128,750","28,500","28,500","38,400","38,400","32,850","32,850","46,450","45,800","46,850","58,200","48,100","67,600","19,450","15,550","21,750","20,200","15,100","15,900","14,500"
08/ 03/ 2023,"13,250","12,100","11,650","13,200","13,050","14,650","14,100","33,700","33,700","134,000","137,700","128,750","28,500","28,500","38,400","38,400","33,050","33,050","46,550","46,150","46,800","58,100","47,800","67,750","19,450","15,500","21,750","20,250","15,100","15,850","14,500"
09/ 03/ 2023,"13,250","12,100","11,700","13,200","13,050","14,650","14,100","33,750","33,750","134,050","137,700","128,900","28,650","28,650","38,200","38,200","33,200","33,200","46,600","46,350","46,700","58,700","48,300","68,400","19,450","15,550","21,750","20,250","15,100","15,850","14,500"
10/ 03/ 2023,"13,250","12,100","11,700","13,200","13,050","14,650","14,100","33,850","33,850","134,000","137,700","128,750","28,600","28,600","38,300","38,300","33,300","33,300","46,750","46,400","47,050","58,800","48,350","68,650","19,450","15,500","21,750","20,250","15,100","15,850","14,500"
13/ 03/ 2023,"13,250","12,150","11,700","13,200","13,100","14,650","14,100","34,300","34,300","134,050","137,800","128,750","28,850","28,850","38,100","38,100","33,650","33,650","48,000","48,150","48,200","60,750","48,800","71,800","19,450","15,550","21,750","20,250","15,100","15,900","14,500"
14/ 03/ 2023,"13,300","12,100","11,750","13,250","13,100","14,700","14,150","34,350","34,350","134,100","137,800","128,800","29,000","29,000","38,050","38,050","33,750","33,750","48,300","48,500","48,350","61,400","49,350","72,750","19,500","15,600","21,750","20,300","15,100","15,850","14,500"
15/ 03/ 2023,"13,300","12,100","11,750","13,250","13,100","14,700","14,150","34,600","34,600","134,150","137,850","128,800","29,250","29,250","37,900","37,900","33,800","33,800","48,600","48,850","48,650","61,150","49,150","72,750","19,500","15,650","21,800","20,300","15,100","15,850","14,500"
16/ 03/ 2023,"13,300","12,100","11,750","13,300","13,150","14,700","14,150","34,750","34,750","134,150","137,900","128,800","29,550","29,550","37,900","37,900","33,850","33,850","48,350","48,850","48,350","61,550","48,950","73,300","19,550","15,700","21,850","20,250","15,100","15,850","14,500"
17/ 03/ 2023,"13,300","12,100","11,750","13,300","13,150","14,700","14,200","34,800","34,800","134,150","137,900","128,800","29,650","29,650","37,900","37,900","33,850","33,850","48,800","49,300","48,900","61,850","49,150","73,850","19,550","15,650","21,850","20,250","15,100","15,850","14,500"
20/ 03/ 2023,"13,350","12,100","11,750","13,350","13,200","14,700","14,200","35,200","35,200","134,750","138,450","129,050","30,000","30,000","37,750","37,750","33,800","33,800","49,550","50,150","49,450","61,850","48,500","74,200","19,550","15,700","21,850","20,200","15,100","15,850","14,500"
21/ 03/ 2023,"13,350","12,150","11,750","13,350","13,150","14,750","14,200","35,350","35,350","135,400","139,150","129,450","30,150","30,150","37,800","37,800","34,400","34,400","50,550","50,350","50,550","61,300","48,300","73,900","19,550","15,700","21,850","20,200","15,100","15,850","14,500"
22/ 03/ 2023,"13,200","12,100","11,750","13,300","13,150","14,350","13,850","34,800","34,800","135,050","138,650","130,650","30,050","30,050","37,800","37,800","33,800","33,800","49,800","48,850","49,950","60,350","45,900","72,700","19,450","15,750","21,800","20,050","15,050","15,800","14,450"
23/ 03/ 2023,"13,250","12,150","11,800","13,350","13,150","14,450","13,900","35,250","35,250","134,700","138,600","129,950","30,100","30,100","37,950","37,950","33,900","33,900","50,500","49,600","50,600","62,650","48,250","75,450","19,450","15,750","21,750","20,100","15,050","15,800","14,450"
24/ 03/ 2023,"13,350","12,150","11,800","13,350","13,200","14,750","14,250","35,350","35,350","135,100","138,850","129,350","30,250","30,250","37,600","37,600","34,200","34,200","51,600","50,650","52,200","62,750","48,400","75,150","19,550","15,700","21,800","20,150","15,100","15,850","14,500"
27/ 03/ 2023,"13,400","12,200","11,800","13,400","13,200","14,750","14,250","34,850","34,850","134,650","138,400","129,150","30,250","30,250","37,550","37,550","34,400","34,400","48,850","48,550","49,250","59,100","47,900","69,450","19,500","15,650","21,800","20,100","15,150","15,900","14,550"
28/ 03/ 2023,"13,400","12,200","11,800","13,400","13,200","14,800","14,250","34,750","34,750","134,800","138,550","129,200","30,200","30,200","37,450","37,450","34,350","34,350","47,300","47,200","47,700","56,750","46,950","65,750","19,500","15,650","21,800","20,150","15,150","15,900","14,550"
29/ 03/ 2023,"13,400","12,200","11,850","13,400","13,200","14,800","14,250","34,600","34,600","134,800","138,600","129,200","30,200","30,200","37,350","37,350","34,350","34,350","45,500","46,250","45,650","54,200","45,550","61,550","19,500","15,650","21,800","20,100","15,150","15,900","14,550"
30/ 03/ 2023,"13,400","12,250","11,850","13,450","13,250","14,800","14,250","34,300","34,300","134,750","138,550","129,050","30,150","30,150","37,100","37,100","34,200","34,200","44,350","45,550","44,300","52,150","44,750","59,000","19,500","15,650","21,750","20,100","15,150","15,900","14,550"
31/ 03/ 2023,"13,400","12,200","11,850","13,450","13,200","14,800","14,250","34,250","34,250","134,750","138,500","129,050","30,200","30,200","36,900","36,900","34,100","34,100","43,450","44,750","43,350","50,200","43,600","56,550","19,500","15,650","21,750","20,100","15,150","15,900","14,550"
03/ 04/ 2023,"13,400","12,200","11,850","13,450","13,200","14,800","14,250","33,750","33,750","134,650","138,450","129,050","30,000","30,000","36,550","36,550","34,150","34,150","41,750","43,000","41,650","47,650","41,800","53,000","19,450","15,650","21,750","20,100","15,100","15,900","14,500"
04/ 04/ 2023,"13,400","12,200","11,850","13,450","13,200","14,800","14,250","33,700","33,700","134,650","138,400","129,050","30,000","30,000","36,450","36,450","34,100","34,100","41,150","42,600","40,750","46,600","41,200","51,850","19,450","15,650","21,750","20,100","15,100","15,900","14,500"
05/ 04/ 2023,"13,400","12,250","11,850","13,450","13,200","14,800","14,250","33,500","33,500","134,750","138,500","129,200","30,000","30,000","36,350","36,350","34,000","34,000","40,800","42,300","40,350","46,200","41,100","51,000","19,450","15,650","21,750","19,950","15,100","15,900","14,500"
06/ 04/ 2023,"13,400","12,250","11,850","13,450","13,200","14,800","14,250","33,550","33,550","134,750","138,500","129,200","30,000","30,000","36,250","36,250","34,000","34,000","40,700","42,050","40,200","45,400","40,900","49,850","19,450","15,650","21,750","19,950","15,100","15,900","14,500"
07/ 04/ 2023,"13,250","12,150","11,800","13,350","13,100","14,400","13,900","32,850","32,850","134,600","138,950","128,250","29,900","29,900","36,450","36,450","33,850","33,850","40,450","41,250","40,100","43,600","38,300","49,200","19,600","15,850","21,950","20,300","15,100","16,000","14,450"
10/ 04/ 2023,"13,400","12,200","11,850","13,450","13,250","14,800","14,250","33,700","33,700","134,900","138,600","129,350","29,900","29,900","36,450","36,450","33,850","33,850","40,600","42,450","39,950","43,800","40,350","46,550","19,450","15,650","21,750","20,100","15,150","15,900","14,500"
11/ 04/ 2023,"13,400","12,200","11,850","13,450","13,200","14,800","14,250","33,800","33,800","134,950","138,600","129,450","29,850","29,850","36,350","36,350","33,700","33,700","40,450","42,550","39,650","43,850","40,850","46,100","19,500","15,650","21,750","20,150","15,150","15,900","14,500"
12/ 04/ 2023,"13,450","12,200","11,850","13,600","13,250","14,800","14,250","34,100","34,100","135,150","138,850","129,450","29,800","29,800","36,350","36,350","33,600","33,600","40,150","42,250","39,500","43,400","40,800","45,350","19,450","15,650","21,750","20,150","15,150","15,900","14,550"
13/ 04/ 2023,"13,400","12,200","11,850","13,450","13,250","14,800","14,250","34,250","34,250","135,250","138,950","129,600","29,800","29,800","36,350","36,350","33,550","33,550","40,150","42,350","39,450","43,100","40,500","44,950","19,450","15,650","21,750","20,150","15,150","15,950","14,550"
14/ 04/ 2023,"13,400","12,250","11,850","13,450","13,250","14,800","14,250","34,350","34,350","135,350","139,050","129,650","29,800","29,800","36,350","36,350","33,650","33,650","40,100","42,750","39,150","42,650","40,200","44,550","19,450","15,650","21,750","20,100","15,150","15,900","14,550"
17/ 04/ 2023,"13,400","12,250","11,850","13,450","13,250","14,800","14,250","35,050","35,050","137,250","141,000","131,400","29,900","29,900","36,900","36,900","33,800","33,800","44,800","47,700","43,450","43,450","41,300","45,300","19,500","15,650","21,800","20,150","15,150","15,900","14,550"
18/ 04/ 2023,"13,400","12,250","11,900","13,450","13,250","14,800","14,250","35,600","35,600","138,600","142,450","132,450","30,000","30,000","37,300","37,300","33,950","33,950","46,900","49,950","45,650","44,100","41,400","46,400","19,500","15,650","21,800","20,150","15,150","15,950","14,500"
19/ 04/ 2023,"13,400","12,300","11,900","13,400","13,150","14,800","14,250","35,750","35,750","137,100","140,650","131,200","30,150","30,150","37,100","37,100","34,200","34,200","46,050","48,850","44,750","42,350","38,650","45,300","19,600","15,700","22,050","20,350","15,200","16,000","14,550"
20/ 04/ 2023,"13,400","12,300","11,900","13,400","13,150","14,800","14,250","35,700","35,700","136,800","140,350","131,200","30,150","30,150","37,150","37,150","34,200","34,200","46,200","48,850","45,200","42,400","38,800","45,250","19,500","15,700","21,950","20,350","15,200","16,000","14,550"
21/ 04/ 2023,"13,400","12,300","11,900","13,400","13,150","14,800","14,250","35,700","35,700","136,900","140,400","131,200","30,150","30,150","37,200","37,200","34,200","34,200","46,150","48,700","45,200","42,350","38,700","45,950","19,600","15,700","22,000","20,350","15,200","16,050","14,550"
24/ 04/ 2023,"13,400","12,300","11,900","13,400","13,150","14,800","14,250","35,700","35,700","136,750","140,300","131,150","30,100","30,100","37,100","37,100","34,250","34,250","46,300","48,750","45,600","42,250","38,600","45,250","19,600","15,700","22,000","20,350","15,200","16,000","14,550"
25/ 04/ 2023,"13,400","12,300","11,900","13,400","13,150","14,800","14,250","35,800","35,800","136,600","140,250","130,950","30,100","30,100","37,050","37,050","34,200","34,200","46,250","48,650","45,500","42,150","38,600","45,100","19,600","15,700","22,050","20,350","15,150","16,000","14,550"
26/ 04/ 2023,"13,400","12,250","11,900","13,450","13,250","14,800","14,250","37,050","37,050","137,500","141,400","131,800","30,100","30,100","39,000","39,000","34,600","34,600","47,800","49,900","46,950","44,550","41,800","46,850","19,500","15,600","21,750","20,150","15,150","15,950","14,500"
27/ 04/ 2023,"13,400","12,250","11,900","13,450","13,250","14,800","14,250","37,300","37,300","136,850","140,550","131,250","30,050","30,050","39,500","39,500","35,100","35,100","46,350","49,100","45,250","43,550","41,250","45,150","19,450","15,650","21,750","20,100","15,150","15,950","14,500"
28/ 04/ 2023,"13,400","12,250","11,950","13,500","13,250","14,800","14,250","37,150","37,150","136,700","140,300","131,150","30,050","30,050","39,900","39,900","35,300","35,300","44,200","46,600","43,450","41,600","39,800","42,550","19,500","15,650","21,750","20,100","15,150","15,950","14,500"
01/ 05/ 2023,"12,800","11,850","11,850","12,850","12,350","13,800","13,450","35,500","35,500","133,850","135,800","129,250","29,600","29,600","40,450","40,450","35,850","35,850","39,050","40,700","39,400","36,200","34,350","35,500","19,700","16,150","22,050","20,200","15,100","16,000","14,400"
02/ 05/ 2023,"13,400","12,250","11,900","13,500","13,200","14,800","14,250","36,400","36,400","135,800","139,350","130,500","29,900","29,900","40,700","40,700","35,450","35,450","41,000","42,550","40,500","39,900","37,400","41,200","19,450","15,650","21,750","20,100","15,150","15,900","14,500"
03/ 05/ 2023,"13,400","12,250","11,950","13,500","13,200","14,800","14,250","36,250","36,250","135,800","139,300","130,500","29,850","29,850","41,200","41,200","35,500","35,500","40,200","42,450","39,500","39,200","36,500","40,800","19,450","15,700","21,800","20,100","15,150","15,900","14,550"
04/ 05/ 2023,"13,400","12,250","11,950","13,500","13,200","14,800","14,250","36,250","36,250","135,750","139,300","130,450","29,900","29,900","41,350","41,350","35,550","35,550","39,850","41,850","39,250","38,350","35,700","40,050","19,450","15,700","21,850","20,100","15,150","15,950","14,550"
05/ 05/ 2023,"13,400","12,250","11,950","13,500","13,250","14,800","14,300","36,200","36,200","135,750","139,250","130,450","29,950","29,950","41,500","41,500","35,750","35,750","39,650","41,550","39,200","38,300","35,650","40,050","19,450","15,700","21,750","20,100","15,150","15,950","14,550"
08/ 05/ 2023,"13,400","12,250","11,950","13,500","13,200","14,800","14,250","36,300","36,300","135,600","139,150","130,350","30,200","30,200","42,050","42,050","36,650","36,650","39,300","41,350","38,950","39,950","36,250","42,650","19,450","15,700","21,750","20,050","15,150","15,850","14,550"
09/ 05/ 2023,"13,400","12,250","11,950","13,500","13,250","14,800","14,300","36,400","36,400","135,600","139,150","130,350","30,300","30,300","42,300","42,300","37,250","37,250","39,700","41,550","39,400","40,700","36,100","44,150","19,450","15,700","21,750","20,050","15,200","15,950","14,600"
10/ 05/ 2023,"13,400","12,200","11,900","13,450","13,200","14,750","14,250","36,500","36,500","135,350","138,900","130,050","30,350","30,350","42,500","42,500","37,450","37,450","39,900","41,900","39,550","40,700","35,800","44,350","19,450","15,700","21,750","20,050","15,200","15,950","14,550"
11/ 05/ 2023,"13,450","12,250","11,950","13,500","13,250","14,800","14,300","36,650","36,650","135,450","138,950","130,250","30,450","30,450","42,650","42,650","37,600","37,600","39,900","41,950","39,550","40,950","35,750","44,700","19,450","15,700","21,750","20,050","15,200","15,950","14,600"
12/ 05/ 2023,"13,450","12,250","11,950","13,500","13,250","14,800","14,300","36,800","36,800","135,450","138,950","130,250","30,700","30,700","42,700","42,700","37,850","37,850","39,950","41,900","39,700","40,750","35,700","44,300","19,450","15,750","21,700","20,050","15,200","15,950","14,600"
15/ 05/ 2023,"13,450","12,300","12,000","13,500","13,250","14,800","14,300","37,250","37,250","135,350","138,850","130,200","31,150","31,150","42,900","42,900","38,200","38,200","41,900","43,750","41,550","40,900","35,850","44,550","19,450","15,750","21,700","20,050","15,200","15,950","14,600"
16/ 05/ 2023,"13,450","12,300","12,000","13,500","13,250","14,800","14,300","37,450","37,450","135,450","139,000","130,250","31,300","31,300","43,050","43,050","38,450","38,450","42,400","44,450","42,100","41,300","35,600","45,150","19,450","15,750","21,700","20,050","15,200","15,950","14,600"
17/ 05/ 2023,"13,450","12,300","12,000","13,500","13,250","14,800","14,300","37,500","37,500","135,350","138,900","130,200","31,450","31,450","42,850","42,850","38,600","38,600","42,700","45,150","42,250","41,200","35,750","45,050","19,450","15,750","21,700","20,050","15,200","15,950","14,600"
18/ 05/ 2023,"13,450","12,400","12,100","13,500","13,200","14,750","14,250","37,550","37,550","135,350","138,900","130,200","31,400","31,400","42,100","42,100","38,550","38,550","42,300","44,650","42,050","40,350","35,600","43,150","19,500","15,750","21,700","20,050","15,150","15,950","14,550"
19/ 05/ 2023,"13,450","12,300","12,000","13,500","13,250","14,800","14,300","37,850","37,850","135,300","138,900","130,050","31,600","31,600","42,850","42,850","38,700","38,700","43,050","45,900","42,400","40,900","35,900","44,700","19,450","15,750","21,700","20,050","15,200","15,950","14,600"
22/ 05/ 2023,"13,450","12,350","12,050","13,500","13,250","14,800","14,300","38,250","38,250","135,250","138,850","130,000","31,800","31,800","42,200","42,200","38,500","38,500","43,100","46,150","42,400","41,850","36,500","46,350","19,450","15,800","21,650","20,050","15,250","16,000","14,650"
23/ 05/ 2023,"13,450","12,350","12,050","13,500","13,250","14,800","14,300","38,400","38,400","135,250","138,850","130,000","31,850","31,850","42,100","42,100","38,750","38,750","43,450","46,500","42,800","42,000","36,850","46,150","19,450","15,750","21,650","20,050","15,250","16,000","14,650"
24/ 05/ 2023,"13,450","12,400","12,050","13,550","13,250","14,800","14,300","38,450","38,450","135,250","138,850","130,000","31,900","31,900","41,750","41,750","38,750","38,750","43,250","46,700","42,400","41,950","37,000","45,750","19,450","15,750","21,650","20,100","15,250","16,000","14,700"
25/ 05/ 2023,"13,500","12,400","12,050","13,500","13,250","14,850","14,300","38,700","38,700","135,200","138,850","129,950","31,900","31,900","41,450","41,450","38,750","38,750","43,250","46,800","42,350","42,150","37,250","45,650","19,450","15,750","21,650","20,100","15,250","16,000","14,700"
26/ 05/ 2023,"13,500","12,400","12,050","13,550","13,300","14,850","14,300","38,650","38,650","135,250","138,850","129,950","31,900","31,900","41,250","41,250","38,700","38,700","43,600","47,100","42,750","42,250","37,250","45,800","19,500","15,800","21,650","20,150","15,250","16,000","14,700"
29/ 05/ 2023,"13,500","12,400","12,050","13,550","13,300","14,850","14,300","39,000","39,000","135,100","138,750","129,750","31,950","31,950","40,650","40,650","38,950","38,950","43,850","46,900","42,950","42,150","37,750","45,450","19,500","15,800","21,650","20,150","15,250","16,000","14,700"
30/ 05/ 2023,"13,500","12,400","12,050","13,550","13,300","14,850","14,350","39,000","39,000","135,150","138,750","129,750","31,900","31,900","40,650","40,650","39,050","39,050","44,050","47,150","43,150","42,550","37,650","46,050","19,500","15,850","21,650","20,150","15,250","16,000","14,700"
31/ 05/ 2023,"13,500","12,400","12,050","13,600","13,350","14,900","14,350","39,000","39,000","135,100","138,700","129,750","31,900","31,900","40,450","40,450","39,100","39,100","43,700","46,600","42,800","42,800","38,000","46,150","19,450","15,800","21,650","20,150","15,250","16,000","14,700"
01/ 06/ 2023,"13,550","12,450","12,100","13,600","13,300","14,900","14,300","39,450","39,450","135,100","138,850","129,800","32,050","32,050","40,750","40,750","39,250","39,250","44,700","47,750","43,950","43,100","38,400","46,300","19,600","15,800","21,800","20,250","15,300","16,050","14,750"
02/ 06/ 2023,"13,500","12,400","12,100","13,550","13,300","14,850","14,300","39,150","39,150","134,700","138,300","129,650","31,950","31,950","40,700","40,700","39,150","39,150","43,800","46,700","42,950","42,700","37,350","46,450","19,500","15,800","21,650","20,250","15,300","16,050","14,700"
05/ 06/ 2023,"13,500","12,450","12,050","13,550","13,350","14,900","14,350","39,550","39,550","135,200","138,800","129,800","31,850","31,850","40,100","40,100","39,250","39,250","43,400","46,050","42,800","43,650","38,950","47,100","19,450","15,800","21,650","20,100","15,300","16,000","14,700"
06/ 06/ 2023,"13,500","12,450","12,050","13,550","13,350","14,900","14,300","39,700","39,700","135,200","138,800","129,800","31,850","31,850","40,100","40,100","39,300","39,300","43,300","45,900","42,600","43,700","39,050","47,250","19,450","15,750","21,650","20,100","15,300","16,000","14,750"
07/ 06/ 2023,"13,500","12,450","12,050","13,600","13,350","14,900","14,300","39,850","39,850","135,200","138,800","129,800","31,900","31,900","40,200","40,200","39,300","39,300","43,200","45,750","42,450","44,100","39,500","47,600","19,450","15,750","21,650","20,100","15,300","16,050","14,750"
08/ 06/ 2023,"13,500","12,450","12,050","13,600","13,350","14,900","14,350","39,800","39,800","135,050","138,650","129,650","31,900","31,900","40,200","40,200","39,350","39,350","42,850","45,300","42,200","43,900","39,250","47,200","19,450","15,750","21,650","20,100","15,300","16,050","14,750"
09/ 06/ 2023,"13,500","12,450","12,050","13,600","13,350","14,900","14,300","39,700","39,700","135,050","138,600","129,600","31,850","31,850","40,200","40,200","39,350","39,350","42,500","44,950","41,800","43,650","39,350","46,700","19,400","15,750","21,650","20,100","15,300","16,050","14,750"
12/ 06/ 2023,"13,500","12,450","12,050","13,600","13,350","14,900","14,350","39,800","39,800","135,050","138,600","129,650","31,750","31,750","40,400","40,400","39,350","39,350","42,750","44,750","42,300","43,450","38,800","46,800","19,400","15,750","21,600","20,050","15,300","16,050","14,750"
13/ 06/ 2023,"13,500","12,450","12,050","13,600","13,350","14,900","14,350","39,800","39,800","135,050","138,650","129,550","31,750","31,750","40,500","40,500","39,450","39,450","42,450","44,850","42,000","43,200","38,700","46,600","19,400","15,700","21,600","20,050","15,300","16,050","14,750"
14/ 06/ 2023,"13,500","12,450","12,050","13,600","13,350","14,900","14,350","39,650","39,650","135,050","138,650","129,550","31,700","31,700","40,550","40,550","39,500","39,500","42,150","45,050","41,650","43,400","39,000","46,550","19,400","15,700","21,600","20,050","15,300","16,050","14,750"
15/ 06/ 2023,"13,500","12,450","12,050","13,600","13,350","14,900","14,350","39,600","39,600","135,050","138,650","129,550","31,700","31,700","40,500","40,500","39,450","39,450","42,250","44,850","41,800","43,400","39,000","46,450","19,350","15,700","21,600","20,000","15,300","16,050","14,750"
16/ 06/ 2023,"13,500","12,450","12,050","13,600","13,350","14,900","14,350","39,500","39,500","135,100","138,700","129,650","31,700","31,700","40,550","40,550","39,450","39,450","41,950","44,600","41,450","43,000","38,750","45,900","19,350","15,700","21,550","20,000","15,300","16,050","14,750"
19/ 06/ 2023,"13,550","12,450","12,050","13,550","13,350","14,900","14,350","39,750","39,750","135,000","138,600","129,650","31,650","31,650","40,750","40,750","39,550","39,550","42,700","44,500","42,450","43,300","38,600","46,250","19,300","15,600","21,550","20,000","15,350","16,050","14,750"
20/ 06/ 2023,"13,550","12,450","12,050","13,550","13,300","14,900","14,350","39,850","39,850","135,000","138,600","129,650","31,650","31,650","40,900","40,900","39,500","39,500","43,100","44,650","42,850","43,200","38,400","46,350","19,300","15,600","21,550","19,950","15,300","16,050","14,750"
21/ 06/ 2023,"13,550","12,450","12,050","13,550","13,350","14,900","14,350","39,700","39,700","135,100","138,700","129,600","31,600","31,600","40,900","40,900","39,500","39,500","42,700","44,550","42,350","43,850","38,600","47,000","19,300","15,600","21,500","19,950","15,300","16,050","14,750"
22/ 06/ 2023,"13,550","12,450","12,050","13,550","13,350","14,900","14,350","39,750","39,750","135,150","138,750","129,600","31,550","31,550","40,850","40,850","39,550","39,550","42,550","44,600","42,200","43,850","38,800","46,800","19,300","15,550","21,500","19,950","15,300","16,050","14,750"
23/ 06/ 2023,"13,550","12,450","12,050","13,550","13,350","14,900","14,350","39,800","39,800","135,150","138,750","129,600","31,550","31,550","40,800","40,800","39,500","39,500","43,000","45,300","42,450","44,350","38,950","47,400","19,250","15,550","21,500","19,950","15,300","16,050","14,750"
26/ 06/ 2023,"13,550","12,450","12,050","13,550","13,350","14,900","14,350","40,250","40,250","135,350","138,950","129,650","31,700","31,700","41,100","41,100","39,500","39,500","47,750","49,450","47,300","46,300","40,450","49,900","19,250","15,550","21,500","19,950","15,300","16,050","14,750"
27/ 06/ 2023,"13,550","12,450","12,050","13,550","13,350","14,900","14,350","40,500","40,500","136,100","139,750","130,000","31,700","31,700","41,350","41,350","39,700","39,700","50,200","51,750","49,750","47,350","41,450","51,050","19,250","15,550","21,500","19,950","15,300","16,050","14,750"
28/ 06/ 2023,"13,550","12,550","12,100","13,550","13,350","14,900","14,350","40,650","40,650","135,900","139,650","129,800","31,900","31,900","41,450","41,450","39,800","39,800","50,450","52,200","50,000","47,650","41,500","51,400","19,350","15,550","21,600","20,050","15,350","16,100","14,800"
29/ 06/ 2023,"13,600","12,550","12,100","13,550","13,350","14,950","14,400","40,550","40,550","135,450","139,300","129,250","31,950","31,950","41,500","41,500","39,800","39,800","50,650","52,600","50,100","47,550","41,100","51,650","19,350","15,550","21,600","20,050","15,400","16,150","14,800"
30/ 06/ 2023,"13,650","12,550","12,100","13,550","13,650","14,950","14,350","40,650","40,650","135,700","139,500","129,600","31,850","31,850","41,450","41,450","39,800","39,800","50,600","52,400","50,150","47,600","41,400","51,500","19,350","15,550","21,600","20,050","15,350","16,100","14,800"
03/ 07/ 2023,"13,550","12,500","12,050","13,600","13,350","14,900","14,350","40,250","40,250","135,550","139,200","129,600","31,750","31,750","41,300","41,300","40,650","40,650","51,350","52,750","50,800","47,350","42,250","50,100","19,250","15,550","21,450","19,950","15,300","16,050","14,750"
04/ 07/ 2023,"13,550","12,500","12,050","13,600","13,350","14,900","14,350","40,200","40,200","135,350","138,950","129,550","31,750","31,750","41,400","41,400","41,300","41,300","52,800","52,650","52,500","47,400","42,000","50,250","19,200","15,550","21,450","19,950","15,300","16,050","14,700"
05/ 07/ 2023,"13,550","12,500","12,050","13,600","13,350","14,900","14,350","40,150","40,150","135,200","138,850","129,600","31,750","31,750","41,300","41,300","41,850","41,850","51,850","51,750","51,400","46,700","41,750","48,900","19,200","15,550","21,400","19,950","15,300","16,050","14,750"
06/ 07/ 2023,"13,550","12,500","12,050","13,600","13,350","14,900","14,350","40,150","40,150","135,100","138,700","129,550","31,750","31,750","41,250","41,250","42,050","42,050","50,950","50,650","50,650","46,100","41,700","47,650","19,200","15,500","21,400","19,950","15,300","16,050","14,750"
07/ 07/ 2023,"13,550","12,500","12,050","13,600","13,350","14,900","14,350","40,100","40,100","135,000","138,600","129,550","31,750","31,750","41,200","41,200","42,350","42,350","50,100","49,900","49,650","45,500","41,300","47,050","19,200","15,500","21,450","19,950","15,300","16,050","14,750"
10/ 07/ 2023,"13,550","12,500","12,050","13,550","13,350","14,900","14,350","40,000","40,000","135,050","138,600","129,600","31,750","31,750","40,450","40,450","42,900","42,900","47,550","48,650","47,100","44,800","41,200","46,050","19,250","15,550","21,450","19,950","15,350","16,050","14,750"
11/ 07/ 2023,"13,550","12,500","12,050","13,550","13,350","14,900","14,350","39,950","39,950","135,050","138,600","129,600","31,850","31,850","40,500","40,500","42,950","42,950","47,400","48,150","46,950","44,500","40,950","45,800","19,200","15,500","21,450","19,900","15,350","16,050","14,750"
12/ 07/ 2023,"13,550","12,500","12,050","13,550","13,350","14,900","14,350","39,650","39,650","135,100","138,700","129,650","31,900","31,900","40,200","40,200","42,900","42,900","46,600","47,650","46,100","44,050","40,700","45,050","19,200","15,500","21,450","19,900","15,350","16,100","14,750"
13/ 07/ 2023,"13,550","12,500","12,050","13,550","13,350","14,900","14,350","39,500","39,500","135,100","138,700","129,700","31,900","31,900","40,000","40,000","42,900","42,900","45,850","46,450","45,600","43,650","40,500","44,750","19,200","15,500","21,450","19,900","15,350","16,100","14,750"
14/ 07/ 2023,"13,550","12,500","12,050","13,550","13,350","14,900","14,350","39,250","39,250","134,600","138,100","129,200","31,850","31,850","39,700","39,700","43,050","43,050","45,550","46,550","44,900","43,400","40,400","44,250","19,200","15,550","21,450","19,850","15,350","16,100","14,750"
